segment_id,start_time,end_time,duration,text,video_id,video_title,video_url,personality,domain,uploader,upload_date,language,video_duration,expertise_areas
12,52.16,57.96,5.800000000000004,can click here and generate the PDF of this full Help page and then you can go through,-MkECuqzW_w,Help & getting started with the Bloomberg Terminal,https://www.youtube.com/watch?v=-MkECuqzW_w,bloomy,finance_excel,ExplainHowToSimply,20211022,en,70,"bloomberg,excel,finance,data analysis,trading,financial modeling"
13,58.480000000000004,60.84,2.3599999999999994,without being logged into Bloomberg.,-MkECuqzW_w,Help & getting started with the Bloomberg Terminal,https://www.youtube.com/watch?v=-MkECuqzW_w,bloomy,finance_excel,ExplainHowToSimply,20211022,en,70,"bloomberg,excel,finance,data analysis,trading,financial modeling"
14,60.84,66.6,5.759999999999991,Feel free to subscribe for more useful short videos on how to use Bloomberg.,-MkECuqzW_w,Help & getting started with the Bloomberg Terminal,https://www.youtube.com/watch?v=-MkECuqzW_w,bloomy,finance_excel,ExplainHowToSimply,20211022,en,70,"bloomberg,excel,finance,data analysis,trading,financial modeling"
15,66.6,69.16,2.5600000000000023,Thanks a lot and see you next time.,-MkECuqzW_w,Help & getting started with the Bloomberg Terminal,https://www.youtube.com/watch?v=-MkECuqzW_w,bloomy,finance_excel,ExplainHowToSimply,20211022,en,70,"bloomberg,excel,finance,data analysis,trading,financial modeling"
0,0.0,9.200000000000001,9.200000000000001,"Hello everyone, in this short video I want to show you the hlookup function.",0iufusleAFA,How to use HLOOKUP in Excel (2 minutes),https://www.youtube.com/watch?v=0iufusleAFA,bloomy,finance_excel,ExplainHowToSimply,20210819,en,97,"bloomberg,excel,finance,data analysis,trading,financial modeling"
1,9.200000000000001,16.84,7.639999999999999,"The hlookup function is quite similar to the vlookup function, it only goes from left",0iufusleAFA,How to use HLOOKUP in Excel (2 minutes),https://www.youtube.com/watch?v=0iufusleAFA,bloomy,finance_excel,ExplainHowToSimply,20210819,en,97,"bloomberg,excel,finance,data analysis,trading,financial modeling"
2,16.84,22.76,5.920000000000002,"to right, then from top to bottom in the vlookup function.",0iufusleAFA,How to use HLOOKUP in Excel (2 minutes),https://www.youtube.com/watch?v=0iufusleAFA,bloomy,finance_excel,ExplainHowToSimply,20210819,en,97,"bloomberg,excel,finance,data analysis,trading,financial modeling"
3,22.76,30.0,7.239999999999998,"Okay, so now here we want to get the score of Joshua from this table above here, it's",0iufusleAFA,How to use HLOOKUP in Excel (2 minutes),https://www.youtube.com/watch?v=0iufusleAFA,bloomy,finance_excel,ExplainHowToSimply,20210819,en,97,"bloomberg,excel,finance,data analysis,trading,financial modeling"
4,30.0,36.44,6.439999999999998,just the transposed table from the vlookup function video.,0iufusleAFA,How to use HLOOKUP in Excel (2 minutes),https://www.youtube.com/watch?v=0iufusleAFA,bloomy,finance_excel,ExplainHowToSimply,20210819,en,97,"bloomberg,excel,finance,data analysis,trading,financial modeling"
5,36.44,48.2,11.760000000000005,"For that we just type equal hlookup, we get the lookup value which is Josh, then the table",0iufusleAFA,How to use HLOOKUP in Excel (2 minutes),https://www.youtube.com/watch?v=0iufusleAFA,bloomy,finance_excel,ExplainHowToSimply,20210819,en,97,"bloomberg,excel,finance,data analysis,trading,financial modeling"
6,48.2,61.28,13.079999999999998,"array, then also the row index instead of the column index and we want the score, so",0iufusleAFA,How to use HLOOKUP in Excel (2 minutes),https://www.youtube.com/watch?v=0iufusleAFA,bloomy,finance_excel,ExplainHowToSimply,20210819,en,97,"bloomberg,excel,finance,data analysis,trading,financial modeling"
7,61.28,70.16,8.879999999999995,we select the third row and at the end we just put here false because we want an exact,0iufusleAFA,How to use HLOOKUP in Excel (2 minutes),https://www.youtube.com/watch?v=0iufusleAFA,bloomy,finance_excel,ExplainHowToSimply,20210819,en,97,"bloomberg,excel,finance,data analysis,trading,financial modeling"
8,71.11999999999999,80.12,9.000000000000014,match and then we hit enter and we see 32 is the score of Josh and when we look that,0iufusleAFA,How to use HLOOKUP in Excel (2 minutes),https://www.youtube.com/watch?v=0iufusleAFA,bloomy,finance_excel,ExplainHowToSimply,20210819,en,97,"bloomberg,excel,finance,data analysis,trading,financial modeling"
9,80.12,89.56,9.439999999999998,up here in the table it is the same and when we type here for example Tom we get Tom scores,0iufusleAFA,How to use HLOOKUP in Excel (2 minutes),https://www.youtube.com/watch?v=0iufusleAFA,bloomy,finance_excel,ExplainHowToSimply,20210819,en,97,"bloomberg,excel,finance,data analysis,trading,financial modeling"
10,89.56,92.64,3.0799999999999983,of 53 here.,0iufusleAFA,How to use HLOOKUP in Excel (2 minutes),https://www.youtube.com/watch?v=0iufusleAFA,bloomy,finance_excel,ExplainHowToSimply,20210819,en,97,"bloomberg,excel,finance,data analysis,trading,financial modeling"
11,92.64,96.19999999999999,3.559999999999988,"Great, thanks a lot and have a nice day.",0iufusleAFA,How to use HLOOKUP in Excel (2 minutes),https://www.youtube.com/watch?v=0iufusleAFA,bloomy,finance_excel,ExplainHowToSimply,20210819,en,97,"bloomberg,excel,finance,data analysis,trading,financial modeling"
0,0.0,10.84,10.84,Hi everyone! In this tutorial I explain how to simply use a date or a series of dates,0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
1,10.84,20.04,9.2,"for further calculations in Excel, which is widely used in the finance space. Okay, so",0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
2,20.04,28.28,8.240000000000002,here we have specific dates and it begins in the beginning of 2021. If we want to get,0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
3,28.28,35.800000000000004,7.520000000000003,"the year, we can just type in year of that date. If we want to get the month, we",0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
4,35.800000000000004,43.36,7.559999999999995,just type in the month of that date and we get the month. And now when we want to,0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
5,43.36,51.480000000000004,8.120000000000005,"get the components of this specific date, then we type the formula date with",0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
6,51.48,58.08,6.600000000000001,brackets and then we use the three components. So we have here the year from,0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
7,58.08,66.24,8.159999999999997,"this date, the month and the day of that date. And we just close the brackets and",0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
8,66.24,72.75999999999999,6.519999999999996,"then we just added it up to this date, which is exactly the same in column A and",0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
9,72.75999999999999,80.47999999999999,7.719999999999999,"D. When we now want to add, for example, five days to this date here, we can just",0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
10,80.48,87.92,7.439999999999998,use the same formula as just before with all the three components. And in this,0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
11,87.92,94.16,6.239999999999995,"component date here, we just make plus five at the end. And then we just add",0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
12,94.16,101.68,7.52000000000001,"five days. When we want to also add five months and also five days, we can use",0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
13,101.68,108.28,6.599999999999994,just the same thing and add here for month five and also for the day we add,0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
14,108.4,115.48,7.079999999999998,five. This is super straightforward. If we want to get the difference between two,0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
15,115.48,124.4,8.920000000000002,"dates, then we can use the function date diff with the first date and the second",0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
16,124.4,132.48,8.079999999999984,"date. So the difference between these dates in days, which we put here as a",0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
17,132.56,139.0,6.439999999999998,"D in quotation marks. And then we just get 156 days, which is the difference",0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
18,139.0,145.48,6.47999999999999,"between these two dates here. And if we want to get the difference in month, we",0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
19,145.48,153.28,7.800000000000011,just specify the format here in the date difference with an M in quotation marks.,0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
20,153.28,159.6,6.319999999999993,"And then we get the difference in month, which is five in this case, how to get the",0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
21,159.64,167.48,7.840000000000003,"date of the year. So for example here, this is the fourth day of the year. And here",0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
22,167.48,178.51999999999998,11.039999999999992,we just use the count if formula. So we have the range from 2021 to 2021. And we,0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
23,178.51999999999998,186.72,8.200000000000017,"have the criteria, which is 2021 is in the fourth place. So we get here a four. And",0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
24,186.72,196.2,9.47999999999999,"if we go down, you see each day we add a one. And when we look at the end of the",0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
25,196.2,205.24,9.04000000000002,"year, which is here, we still count within this range on the first of January",0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
26,205.24,216.24,11.0,2022. We can see here we have a 2022. And now it begins to count from one again.,0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
27,216.36,223.16,6.799999999999983,And then it goes on for the next year. The same thing we can also do with the month.,0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
28,223.16,232.48000000000002,9.320000000000022,"Just here, we need to specify two count ifs. So we use the first range and the first",0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
29,232.48000000000002,239.60000000000002,7.1200000000000045,criteria for the month and the second criteria for the year. So we always,0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
30,239.6,249.64,10.039999999999992,compare this line with the range above. And here you see we start from one and count,0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
31,249.64,257.12,7.480000000000018,"up to 31, which is the end of January. And then we start counting again for February,",0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
32,257.12,263.8,6.680000000000007,"which we start here. And then you see, as soon as we get here a two for the second month,",0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
33,263.84000000000003,270.96000000000004,7.1200000000000045,"we start count from one again. So I really hope you got some value out of this short,",0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
34,270.96000000000004,277.72,6.759999999999991,"easy tutorial. For more content, subscribe and please leave a like. See you next time.",0_LmAlb0ns4,How to calculate and manipulate dates in Excel,https://www.youtube.com/watch?v=0_LmAlb0ns4,bloomy,finance_excel,ExplainHowToSimply,20210908,en,278,"bloomberg,excel,finance,data analysis,trading,financial modeling"
0,0.0,9.700000000000001,9.700000000000001,"Hello everyone, in this short video I explain how to use the Bloomberg Query Language Short",16k7bXM88_k,How to use the Bloomberg Query Language (BQL) Builder for current data in Excel (2 minutes),https://www.youtube.com/watch?v=16k7bXM88_k,bloomy,finance_excel,ExplainHowToSimply,20210906,en,114,"bloomberg,excel,finance,data analysis,trading,financial modeling"
1,9.700000000000001,17.66,7.959999999999999,BQL Builder in Excel to compare current financial data of specific companies.,16k7bXM88_k,How to use the Bloomberg Query Language (BQL) Builder for current data in Excel (2 minutes),https://www.youtube.com/watch?v=16k7bXM88_k,bloomy,finance_excel,ExplainHowToSimply,20210906,en,114,"bloomberg,excel,finance,data analysis,trading,financial modeling"
2,17.66,25.080000000000002,7.420000000000002,For that you need to be locked into the Bloomberg terminal and install the Bloomberg Excel add-in.,16k7bXM88_k,How to use the Bloomberg Query Language (BQL) Builder for current data in Excel (2 minutes),https://www.youtube.com/watch?v=16k7bXM88_k,bloomy,finance_excel,ExplainHowToSimply,20210906,en,114,"bloomberg,excel,finance,data analysis,trading,financial modeling"
3,25.08,31.759999999999998,6.68,The BQL Builder is a more efficient way to retrieve financial data compared with the,16k7bXM88_k,How to use the Bloomberg Query Language (BQL) Builder for current data in Excel (2 minutes),https://www.youtube.com/watch?v=16k7bXM88_k,bloomy,finance_excel,ExplainHowToSimply,20210906,en,114,"bloomberg,excel,finance,data analysis,trading,financial modeling"
4,31.759999999999998,37.06,5.300000000000004,"BDP, BDH or BDS formulas.",16k7bXM88_k,How to use the Bloomberg Query Language (BQL) Builder for current data in Excel (2 minutes),https://www.youtube.com/watch?v=16k7bXM88_k,bloomy,finance_excel,ExplainHowToSimply,20210906,en,114,"bloomberg,excel,finance,data analysis,trading,financial modeling"
5,37.06,45.84,8.780000000000001,So we can specify and download multiple securities and also multiple fields at the same time.,16k7bXM88_k,How to use the Bloomberg Query Language (BQL) Builder for current data in Excel (2 minutes),https://www.youtube.com/watch?v=16k7bXM88_k,bloomy,finance_excel,ExplainHowToSimply,20210906,en,114,"bloomberg,excel,finance,data analysis,trading,financial modeling"
6,45.84,54.08,8.239999999999995,I want to get information for Apple and Microsoft.,16k7bXM88_k,How to use the Bloomberg Query Language (BQL) Builder for current data in Excel (2 minutes),https://www.youtube.com/watch?v=16k7bXM88_k,bloomy,finance_excel,ExplainHowToSimply,20210906,en,114,"bloomberg,excel,finance,data analysis,trading,financial modeling"
7,54.08,59.72,5.640000000000001,Now we can specify fields we are interested in and I'm interested in the current market,16k7bXM88_k,How to use the Bloomberg Query Language (BQL) Builder for current data in Excel (2 minutes),https://www.youtube.com/watch?v=16k7bXM88_k,bloomy,finance_excel,ExplainHowToSimply,20210906,en,114,"bloomberg,excel,finance,data analysis,trading,financial modeling"
8,59.72,71.36,11.64,"capitalization, the price earnings ratio and the basic earnings per share.",16k7bXM88_k,How to use the Bloomberg Query Language (BQL) Builder for current data in Excel (2 minutes),https://www.youtube.com/watch?v=16k7bXM88_k,bloomy,finance_excel,ExplainHowToSimply,20210906,en,114,"bloomberg,excel,finance,data analysis,trading,financial modeling"
9,71.36,77.36,6.0,So now I specify the securities and also the fields so we can have a look at it.,16k7bXM88_k,How to use the Bloomberg Query Language (BQL) Builder for current data in Excel (2 minutes),https://www.youtube.com/watch?v=16k7bXM88_k,bloomy,finance_excel,ExplainHowToSimply,20210906,en,114,"bloomberg,excel,finance,data analysis,trading,financial modeling"
10,77.36,84.03999999999999,6.679999999999993,"So we have the preview with the firm ticker symbols, their current market capitalization,",16k7bXM88_k,How to use the Bloomberg Query Language (BQL) Builder for current data in Excel (2 minutes),https://www.youtube.com/watch?v=16k7bXM88_k,bloomy,finance_excel,ExplainHowToSimply,20210906,en,114,"bloomberg,excel,finance,data analysis,trading,financial modeling"
11,84.04,92.0,7.959999999999994,the price earnings ratio and the basic earnings per share at the current state.,16k7bXM88_k,How to use the Bloomberg Query Language (BQL) Builder for current data in Excel (2 minutes),https://www.youtube.com/watch?v=16k7bXM88_k,bloomy,finance_excel,ExplainHowToSimply,20210906,en,114,"bloomberg,excel,finance,data analysis,trading,financial modeling"
12,92.0,96.0,4.0,And then we can just insert and run.,16k7bXM88_k,How to use the Bloomberg Query Language (BQL) Builder for current data in Excel (2 minutes),https://www.youtube.com/watch?v=16k7bXM88_k,bloomy,finance_excel,ExplainHowToSimply,20210906,en,114,"bloomberg,excel,finance,data analysis,trading,financial modeling"
13,96.0,101.16000000000001,5.160000000000011,So now we retrieved the data with the information we wanted.,16k7bXM88_k,How to use the Bloomberg Query Language (BQL) Builder for current data in Excel (2 minutes),https://www.youtube.com/watch?v=16k7bXM88_k,bloomy,finance_excel,ExplainHowToSimply,20210906,en,114,"bloomberg,excel,finance,data analysis,trading,financial modeling"
14,101.16000000000001,105.44000000000001,4.280000000000001,This was just a really simple example of the BQL Builder.,16k7bXM88_k,How to use the Bloomberg Query Language (BQL) Builder for current data in Excel (2 minutes),https://www.youtube.com/watch?v=16k7bXM88_k,bloomy,finance_excel,ExplainHowToSimply,20210906,en,114,"bloomberg,excel,finance,data analysis,trading,financial modeling"
15,105.44000000000001,107.80000000000001,2.3599999999999994,I hope you liked the video.,16k7bXM88_k,How to use the Bloomberg Query Language (BQL) Builder for current data in Excel (2 minutes),https://www.youtube.com/watch?v=16k7bXM88_k,bloomy,finance_excel,ExplainHowToSimply,20210906,en,114,"bloomberg,excel,finance,data analysis,trading,financial modeling"
16,107.80000000000001,110.24000000000001,2.4399999999999977,Thanks a lot and see you next time.,16k7bXM88_k,How to use the Bloomberg Query Language (BQL) Builder for current data in Excel (2 minutes),https://www.youtube.com/watch?v=16k7bXM88_k,bloomy,finance_excel,ExplainHowToSimply,20210906,en,114,"bloomberg,excel,finance,data analysis,trading,financial modeling"
0,0.0,10.040000000000001,10.040000000000001,"Hello everyone, in this short video I explain how to simply use the Bloomberg data history",2hd7jq2YNbg,How to use the Bloomberg Data History (BDH) function in Excel (2 minutes),https://www.youtube.com/watch?v=2hd7jq2YNbg,bloomy,finance_excel,ExplainHowToSimply,20210905,en,94,"bloomberg,excel,finance,data analysis,trading,financial modeling"
1,10.040000000000001,12.24,2.1999999999999993,function in Excel.,2hd7jq2YNbg,How to use the Bloomberg Data History (BDH) function in Excel (2 minutes),https://www.youtube.com/watch?v=2hd7jq2YNbg,bloomy,finance_excel,ExplainHowToSimply,20210905,en,94,"bloomberg,excel,finance,data analysis,trading,financial modeling"
2,12.24,19.080000000000002,6.840000000000002,For that you need to be locked into the Bloomberg terminal and installed the Bloomberg add-in.,2hd7jq2YNbg,How to use the Bloomberg Data History (BDH) function in Excel (2 minutes),https://www.youtube.com/watch?v=2hd7jq2YNbg,bloomy,finance_excel,ExplainHowToSimply,20210905,en,94,"bloomberg,excel,finance,data analysis,trading,financial modeling"
3,19.080000000000002,26.68,7.599999999999998,"The Bloomberg data history function uses four arguments, it's the security, the field you",2hd7jq2YNbg,How to use the Bloomberg Data History (BDH) function in Excel (2 minutes),https://www.youtube.com/watch?v=2hd7jq2YNbg,bloomy,finance_excel,ExplainHowToSimply,20210905,en,94,"bloomberg,excel,finance,data analysis,trading,financial modeling"
4,26.68,33.44,6.759999999999998,"are interested, the start date and the end date and it gives you the historical data",2hd7jq2YNbg,How to use the Bloomberg Data History (BDH) function in Excel (2 minutes),https://www.youtube.com/watch?v=2hd7jq2YNbg,bloomy,finance_excel,ExplainHowToSimply,20210905,en,94,"bloomberg,excel,finance,data analysis,trading,financial modeling"
5,33.44,37.32,3.8800000000000026,series for a selected security.,2hd7jq2YNbg,How to use the Bloomberg Data History (BDH) function in Excel (2 minutes),https://www.youtube.com/watch?v=2hd7jq2YNbg,bloomy,finance_excel,ExplainHowToSimply,20210905,en,94,"bloomberg,excel,finance,data analysis,trading,financial modeling"
6,37.32,44.239999999999995,6.919999999999995,"So here I have a simple example, I want to get the last price of each day of the Apple",2hd7jq2YNbg,How to use the Bloomberg Data History (BDH) function in Excel (2 minutes),https://www.youtube.com/watch?v=2hd7jq2YNbg,bloomy,finance_excel,ExplainHowToSimply,20210905,en,94,"bloomberg,excel,finance,data analysis,trading,financial modeling"
